filename,02 DOI,03 Citation,05 Data Type by Source,06 Mode of Collection,07 Type of Instrument,11 Data Collector,12 Data Source,13 Data DOI,15 Data availability statement,17 Code citation
1-s2.0-S0959475225001793-main.pdf,{'value': '10.1016/j.learninstruc.2025.102255'},"{'value': 'Ludwig, Sabrina, Andreas Rausch, and Michelle Taub. ""Effects of instructional design, instructional preferences, and cognitive load on problem solving and knowledge acquisition in a computer-based office simulation."" Learning and Instruction 101 (2026): 102255. https://doi.org/10.1016/j.learninstruc.2025.102255'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'LUCA office simulation'},{'value': 'article authors'},{'value': 'not applicable'},{'value': ''},{'value': 'The data that has been used is confidential.'},{'value': ''}
1-s2.0-S0965856425000175-main.pdf,{'value': '10.1016/j.tra.2025.104389'},"{'value': 'Kappenberger, Jakob, Heiner Stuckenschmidt, and Frederic Gerdon. ""Pricing parking for fairness — A simulation study based on an empirically calibrated model of parking behavior."" Transportation Research Part A 193 (2025): 104389. https://doi.org/10.1016/j.tra.2025.104389'}",{'value': 'mixed'},{'value': 'Simulation'},{'value': 'NetLogo'},{'value': 'Jakob Kappenberger'},{'value': 'not applicable'},{'value': ''},{'value': 'All code required for reproducing this study is available at https://github.com/JakobKappenberger/parking-fairness-paper.'},{'value': 'https://github.com/JakobKappenberger/parking-fairness-paper'}
1-s2.0-S1040260820300812-main.pdf,{'value': 'https://doi.org/10.1016/j.alcr.2020.100393'},"{'value': 'Erlinghagen, Marcel, Christoph Kern, and Petra Stein. ""Migration, social stratification and dynamic effects on subjective well being."" Advances in Life Course Research 48 (2021): 100393. https://doi.org/10.1016/j.alcr.2020.100393.'}",{'value': 'secondary'},{'value': 'Self-administered questionnaire'},{'value': '11-point scale'},{'value': 'not applicable'},{'value': 'German Socio-Economic Panel (GSOEP)'},{'value': ''},{'value': ''},{'value': ''}
1-s2.0-S1042957325000105-main.pdf,{'value': 'https://doi.org/10.1016/j.jfi.2025.101142'},"{'value': 'von Thadden, Ernst-Ludwig. ""Douglas Gale’s contribution to money and equilibrium."" Journal of Financial Intermediation 62 (2025): 101142. https://doi.org/10.1016/j.jfi.2025.101142'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': 'No data was used for the research described in the article.'},{'value': ''}
1-s2.0-S1053810025001163-main.pdf,{'value': '10.1016/j.concog.2025.103923'},"{'value': 'Calio, Frank, Lena Nadarevic, and Jochen Musch. ""Assessing the truth effect’s reliability and test’s stability"". Consciousness and Cognition 135 (2025): 103923. https://doi.org/10.1016/j.concog.2025.103923'}",{'value': 'primary'},{'value': 'Experiment'},"{'value': 'computer-based online experiment, paper-and-pencil test booklets'}",{'value': 'authors'},{'value': 'not applicable'},{'value': ''},{'value': 'The data from both experiments we conducted are available via the Open Science Framework: https://osf.io/mpaz7/.'},{'value': ''}
1-s2.0-S1053811912001565-main.pdf,{'value': '10.1016/j.neuroimage.2012.01.129'},"{'value': 'Plichta, Michael M., Adam J. Schwarz, Oliver Grimm, Katrin Morgen, Daniela Mier, Leila Haddad, Antje B.M. Gerdes, Carina Sauer, Heike Tost, Christine Esslinger, Peter Colman, Frederick Wilson, Peter Kirsch, and Andreas Meyer-Lindenberg. ""Test–retest reliability of evoked BOLD signals from a cognitive–emotive fMRI test battery."" NeuroImage 60 (2012): 1746–1758. doi:10.1016/j.neuroimage.2012.01.129.'}",{'value': 'primary'},{'value': 'Measurements and tests'},"{'value': '3.0-Tesla whole body scanner (Magnetom Trio, Siemens Medical Solutions)'}",{'value': 'authors'},{'value': 'not applicable'},{'value': ''},"{'value': 'For the n-back task, we used empirical masks based on binarized second-level activation maps (2-back>0-back) calculated from an independent subject sample that was scanned using the same paradigm (n=60)—see Supplementary material for more details. ... (these empirical masks are available on request).'}",{'value': ''}
1-s2.0-S1053811914000433-main.pdf,{'value': '10.1016/j.neuroimage.2014.01.022'},"{'value': 'Wieser, Matthias J., Antje B.M. Gerdes, Inga Büngel, Katharina A. Schwarz, Andreas Mühlberger, and Paul Pauli. ""Not so harmless anymore: How context impacts the perception and electrocortical processing of neutral faces."" NeuroImage 92 (2014): 74–82. doi:10.1016/j.neuroimage.2014.01.022.'}",{'value': 'primary'},{'value': 'Experiment'},{'value': '128-channels geodesic sensor net'},{'value': 'M.J. Wieser et al.'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
1-s2.0-S1074742725000930-main.pdf,{'value': '10.1016/j.nlm.2025.108112'},"{'value': 'Kamp, Siri-Maria, Luisa Knopf, Meike Kroneisen, and Edgar Erdfelder. ""Event-related potentials uncover the neurocognitive encoding and retrieval mechanisms of animacy effects in episodic memory."" Neurobiology of Learning and Memory 222 (2025): 108112. doi:10.1016/j.nlm.2025.108112'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'NeurOne Tesla amplifier'},{'value': 'authors'},{'value': 'not applicable'},{'value': '10.1016/j.nlm.2025.108112'},{'value': 'Data sheets and stimulus materials are openly available at https://osf.io/k7ap6 /overview?view_only=3963fbfc26cb442f86af451dacaab706 = 442b9 ef7554c47ef83ba520c795daf67. The link to the data is included in the manuscript.'},{'value': ''}
1-s2.0-S1094202525000195-main.pdf,{'value': '10.1016/j.red.2025.101288'},"{'value': 'Bartscher, Alina K., Moritz Kuhn, Moritz Schularick, and Ulrike I. Steins. ""The distribution of household debt in the United States, 1950-2022"". Review of Economic Dynamics 57 (2025): 101288. https://doi.org/10.1016/j.red.2025.101288'}",{'value': 'secondary'},{'value': 'Aggregation'},{'value': 'survey'},{'value': 'not applicable'},"{'value': 'Survey of Consumer Finances (SCF +), Panel Study of Income Dynamics (PSID)'}",{'value': ''},{'value': 'Data will be made available on request.'},{'value': ''}
1-s2.0-S1342937X25001911-main.pdf,{'value': 'https://doi.org/10.1016/j.gr.2025.05.027'},"{'value': 'Li, Jian and Vahid Mohamad Taghvaee. ""Designing the spatial spillovers of sustainable development between the eastern and western countries: Analyzing the integrated sustainability perspective."" Gondwana Research 147 (2025): 66–79. https://doi.org/10.1016/j.gr.2025.05.027'}",{'value': 'secondary'},{'value': 'Compilation/Synthesis'},{'value': 'unclear'},{'value': 'not applicable'},{'value': 'unclear'},{'value': ''},{'value': ''},{'value': ''}
1-s2.0-S1361920924002463-main.pdf,{'value': '10.1016/j.trd.2024.104289'},"{'value': 'Gessner, Johannes, Wolfgang Habla, and Ulrich J. Wagner. ""Can social comparisons and moral appeals encourage low-emission transport use?"" Transportation Research Part D 133 (2024): 104289. https://doi.org/10.1016/j.trd.2024.104289'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'e-mail messages'},{'value': 'authors'},{'value': 'not applicable'},{'value': ''},{'value': 'The appendix with all supplementary material can be found online.'},{'value': ''}
1-s2.0-S1364032122006438-main.pdf,{'value': '10.1016/j.rser.2022.112758'},"{'value': 'Glenk, Gunther, and Stefan Reichelstein. ""The economic dynamics of competing power generation sources."" Renewable and Sustainable Energy Reviews 168 (2022): 112758. doi:10.1016/j.rser.2022.112758.'}",{'value': 'secondary'},{'value': 'Compilation/Synthesis'},{'value': 'not applicable'},{'value': 'not applicable'},"{'value': 'industry databases, technical reports, and journal articles'}",{'value': ''},{'value': 'Data will be made available on request.'},{'value': ''}
1-s2.0-S1369847821001443-main.pdf,{'value': 'https://doi.org/10.1016/j.trf.2021.06.004'},"{'value': 'Kacperski, Celina, Floriana Kutzner, and Tobias Vogel. ""Consequences of autonomous vehicles: Ambivalent expectations and their impact on acceptance."" Transportation Research Part F: Psychology and Behaviour 81 (2021): 282–294. https://doi.org/10.1016/j.trf.2021.06.004'}",{'value': 'primary'},{'value': 'Self-administered questionnaire'},{'value': 'survey'},{'value': 'professional panel provider'},{'value': 'not applicable'},{'value': '10.1016/j.trf.2021.06.004'},{'value': 'Supplementary data to this article can be found online at https://doi.org/10.1016/j.trf.2021.06.004.'},{'value': ''}
1-s2.0-S1478409224000025_main.pdf,{'value': 'https://doi.org/10.1016/j.pursup.2024.100896'},"{'value': 'Spreitzenbarth, Jan Martin, Christoph Bode, and Heiner Stuckenschmidt. ""Artificial intelligence and machine learning in purchasing and supply management: A mixed-methods review of the state-of-the-art in literature and practice."" Journal of Purchasing & Supply Management 30 (2024): 100896. https://doi.org/10.1016/j.pursup.2024.100896'}",{'value': 'mixed'},{'value': 'Interview'},"{'value': 'interview guideline, coding scheme'}","{'value': 'Jan Martin Spreitzenbarth, Christoph Bode, Heiner Stuckenschmidt'}","{'value': 'Emerald, IEEE Xplore, Google Scholar, and Science Direct'}",{'value': ''},{'value': ''},{'value': ''}
1-s2.0-S147840922400027X-main.pdf,{'value': 'https://doi.org/10.1016/j.pursup.2024.100921'},"{'value': 'Burkhart, Davide, and Christoph Bode. ""On supplier resilience: How supplier performance, disruption frequency, and disruption duration are interrelated."" Journal of Purchasing & Supply Management 30 (2024): 100921. https://doi.org/10.1016/j.pursup.2024.100921'}",{'value': 'mixed'},{'value': 'Aggregation'},{'value': 'ERP system'},{'value': 'focal buying firm'},{'value': 'focal buying firm'},{'value': '10.1016/j.pursup.2024.100921'},{'value': 'Supplementary data to this article can be found online at https://doi.org/10.1016/j.pursup.2024.100921.'},{'value': ''}
1-s2.0-S1526590015009256-main.pdf,{'value': '10.1016/j.jpain.2015.10.010'},"{'value': 'Reicherts, Philipp, Antje B. M. Gerdes, Paul Pauli, and Matthias J. Wieser. ""Psychological Placebo and Nocebo Effects on Pain Rely on Expectation and Previous Experience."" The Journal of Pain 17, no. 2 (February 2016): 203-214. doi:10.1016/j.jpain.2015.10.010'}",{'value': 'primary'},{'value': 'Experiment'},"{'value': 'visual analogue scale (VAS), V-Amp amplifier, Brain Vision Recorder'}",{'value': 'authors'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
1-s2.0-S154461232400566X-main.pdf,{'value': 'https://doi.org/10.1016/j.frl.2024.105536'},"{'value': 'Fabian E. Eska, Yanghua Shi, Erik Theissen, and Marliese Uhrig-Homburg. ""Do design features explain the volatility of cryptocurrencies?"" Finance Research Letters 66 (2024): 105536. https://doi.org/10.1016/j.frl.2024.105536.'}",{'value': 'mixed'},{'value': 'Automated data extraction'},{'value': 'exchange APIs'},{'value': 'authors'},{'value': 'Eska et al. (2022)'},{'value': ''},{'value': 'The authors do not have permission to share data.'},{'value': ''}
1-s2.0-S154461232400905X-main.pdf,{'value': '10.1016/j.frl.2024.105875'},"{'value': 'Scharnowski, Stefan. ""Dark web traffic, privacy coins, and cryptocurrency trading activity."" Finance Research Letters 67 (2024): 105875. https://doi.org/10.1016/j.frl.2024.105875'}",{'value': 'secondary'},{'value': 'Automated data extraction'},{'value': 'Kraken'},{'value': 'not applicable'},"{'value': 'Kraken, Tor project'}",{'value': ''},{'value': 'Data will be made available on request.'},{'value': ''}
1-s2.0-S1569490924000170-main.pdf,{'value': 'https://doi.org/10.1016/j.alcr.2024.100606'},"{'value': 'Voösemer, Jonas, Anna Baranowska-Rataj, Stefanie Heyne, and Katharina Loter. ""Partner’s unemployment and subjective well-being: The mediating role of relationship functioning."" Advances in Life Course Research 60 (2024): 100606. https://doi.org/10.1016/j.alcr.2024.100606'}",{'value': 'secondary'},{'value': 'Self-administered questionnaire'},{'value': 'German Family Panel pairfam'},{'value': 'not applicable'},{'value': 'German Family Panel pairfam'},{'value': ''},{'value': ''},{'value': ''}
1-s2.0-S1747938X21000373-main.pdf,{'value': '10.1016/j.edurev.2021.100414'},"{'value': 'Böhn, Svenja and Viola Deutscher. ""Dropout from initial vocational training – A meta-synthesis of reasons from the apprentice’s point of view."" Educational Research Review 35 (2022): 100414. doi:10.1016/j.edurev.2021.100414.'}",{'value': 'secondary'},{'value': 'Compilation/Synthesis'},{'value': 'systematic review and meta-synthesis'},{'value': 'not applicable'},{'value': 'eight databases'},{'value': ''},{'value': 'Supplementary data to this article can be found online at https://doi.org/10.1016/j.edurev.2021.100414.'},{'value': ''}
1-s2.0-S1747938X24000381-main.pdf,{'value': 'https://doi.org/10.1016/j.edurev.2024.100629'},"{'value': 'Hemmler, Yvonne M., and Dirk Ifenthaler. ""Self-regulated learning strategies in continuing education: A systematic review and meta-analysis."" Educational Research Review 45 (2024): 100629. https://doi.org/10.1016/j.edurev.2024.100629'}",{'value': 'secondary'},{'value': 'Compilation/Synthesis'},{'value': 'coding manual'},{'value': 'not applicable'},{'value': 'primary studies'},{'value': '10.1016/j.edurev.2024.100629'},{'value': 'Data will be made available on request.'},{'value': ''}
1-s2.0-S1755534520300014-main.pdf,{'value': 'https://doi.org/10.1016/j.jocm.2020.100202'},"{'value': 'Pink, Sebastian, David Kretschmer, and Lars Leszczensky. ""Choice modelling in social networks using stochastic actor-oriented models."" Journal of Choice Modelling 34 (2020): 100202. https://doi.org/10.1016/j.jocm.2020.100202.'}",{'value': 'secondary'},{'value': 'Self-administered questionnaire'},{'value': 'questionnaire'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
1-s2.0-S2213158220302618-main.pdf,{'value': '10.1016/j.nicl.2020.102424'},"{'value': 'Siehl, Sebastian, Manon Wicking, Sebastian Pohlack, Tobias Winkelmann, Francesca Zidda, Frauke Steiger-White, John King, Neil Burgess, Herta Flora, and Frauke Nees. ""Structural white and gray matter differences in a large sample of patients with Posttraumatic Stress Disorder and a healthy and trauma-exposed control group: Diffusion tensor imaging and region-based morphometry."" NeuroImage: Clinical 28 (2020): 102424. https://doi.org/10.1016/j.nicl.2020.102424'}",{'value': 'primary'},{'value': 'Measurements and tests'},"{'value': 'SCID, CAPS, ADS, STAI-T, MRI'}",{'value': 'the authors'},{'value': 'not applicable'},{'value': ''},"{'value': 'We report how we determined our sample size, all data exclusions, all inclusion/exclusion criteria, whether inclusion/exclusion criteria were established prior to data analysis, all manipulations, and all measures in the study. Ethical restrictions to protect participant\nconfidentiality prevent us from making anonymised study data, publicly\navailable. This also refers to the analysis/experimental code, and any\nother digital materials, where participant-related anonymised in\nformation (like sex or psychopathological status) are also included. Readers seeking access to the study data and materials should contact the\ncorresponding author based on a formal collaboration agreement. This formal collaboration agreement indicates that data will be shared\nwith other researchers who agree to work with the authors, and for\nthe\nsole purpose of verifying the claims in the paper. The data and materials\nwill be released to requestors after approval of this formal collaboration\nagreement by the local Ethics Committee of the Medical Faculty\nMannheim.'}",{'value': ''}
1-s2.0-S2214635021001386-main.pdf,{'value': '10.1016/j.jbef.2021.100594'},"{'value': 'Machus, Tobias, Roland Mestel, and Erik Theissen. ""Heroes, just for one day: The impact of Donald Trump’s tweets on stock prices."" Journal of Behavioral and Experimental Finance 33 (2022): 100594. https://doi.org/10.1016/j.jbef.2021.100594'}",{'value': 'mixed'},{'value': 'Automated data extraction'},"{'value': 'trumptwitterarchive.com, Refinitiv Eikon, Google Trends'}","{'value': 'Tobias Machus, Roland Mestel, Erik Theissen'}","{'value': 'trumptwitterarchive.com, Refinitiv Eikon, Google Trends'}",{'value': ''},{'value': ''},{'value': ''}
1-s2.0-S2214635024000091-main.pdf,{'value': 'https://doi.org/10.1016/j.jbef.2024.100894'},"{'value': 'Scharnowski, Stefan, and Yanghua Shi. ""Intraday herding and attention around the clock."" Journal of Behavioral and Experimental Finance 41 (2024): 100894. https://doi.org/10.1016/j.jbef.2024.100894.'}",{'value': 'primary'},{'value': 'Automated data extraction'},"{'value': 'Pushshift archives, Google Trends'}",{'value': 'Stefan Scharnowski and Yanghua Shi'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
1-s2.0-S2214782925000715-main.pdf,{'value': '10.1016/j.invent.2025.100870'},"{'value': 'Borgdorf, Kira S.A., Corina Aguilar-Raab, and Daniel V. Holt. ""Effects of a brief online self-compassion training on perfectionism, self-criticism, and social anxiety: A randomized controlled trial."" Internet Interventions 42 (2025): 100870. https://doi.org/10.1016/j.invent.2025.100870'}",{'value': 'primary'},{'value': 'Self-administered questionnaire'},{'value': 'SoSci Survey'},{'value': 'authors'},{'value': 'not applicable'},{'value': ''},{'value': 'The anonymized data and analysis script are openly available on the Open Science Framework (OSF) at: https://osf.io/wrhgy/? view_only=f2c6162239324cf889f430ebe1db05ae.'},{'value': 'https://osf.io/wrhgy/? view_only=f2c6162239324cf889f430ebe1db05ae.'}
1-s2.0-S2214804324000417-main.pdf,{'value': '10.1016/j.socec.2024.102203'},"{'value': 'Puklavec, žZiga, Olga Stavrova, Christoph Kogler, and Marcel Zeelenberg. ""Diffusion of tax-related communication on social media."" Journal of Behavioral and Experimental Economics 110 (2024): 102203. https://doi.org/10.1016/j.socec.2024.102203'}",{'value': 'primary'},{'value': 'Automated data extraction'},"{'value': 'Snscrape, Twitter API'}",{'value': 'authors'},{'value': 'not applicable'},{'value': ''},"{'value': 'All data that we are allowed to share can be found at https://osf. io/4ym7p/. To retrieve the used messages, it is necessary to “hrehydrate” the tweets with the provided identification numbers.'}",{'value': 'https://osf.io/4ym7p/'}
1-s2.0-S2352340924002439-main.pdf,{'value': '10.1016/j.dib.2024.110274'},"{'value': 'Schmidt, Thomas, Jan Kamlah, and Stefan Weil. ""Reichsanzeiger-GT: An OCR ground truth dataset based on the historical newspaper “Deutscher Reichsanzeiger und Preußischer Staatsanzeiger” (German Imperial Gazette and Prussian Oÿcial Gazette) (1819–1945)."" Data in Brief 54 (2024): 110274. https://doi.org/10.1016/j.dib.2024.110274'}",{'value': 'primary'},{'value': 'Transcription'},{'value': 'Transkribus'},"{'value': 'T. Schmidt, J. Kamlah and S. Weil'}",{'value': 'not applicable'},{'value': '10.5281/zenodo.10144094'},{'value': 'Data Availability\nreichsanzeiger-gt (Original data) (Zenodo).'},{'value': 'https://github.com/UB-Mannheim/reichsanzeiger-gt'}
1-s2.0-S2352340924012009_main.pdf,{'value': '10.1016/j.dib.2024.111238'},"{'value': 'Shigapov, Renat, Thomas Schmidt, Jan Kamlah, Irene Schumm, Jochen Streb, and Sibylle Lehmann-Hasemeyer. ""MBI-KG: A knowledge graph of structured and linked economic research data extracted from the 1937 book “Die Maschinen-Industrie im Deutschen Reich”."" Data in Brief 58 (2025): 111238. https://doi.org/10.1016/j.dib.2024.111238'}",{'value': 'primary'},{'value': 'Automated data extraction'},"{'value': 'high-resolution scanner (book2net ultra by Microbox), eScriptorium, Kraken, book2entities script'}","{'value': 'R. Shigapov, T. Schmidt, J. Kamlah, I. Schumm, J. Streb, S. Lehmann-Hasemeyer'}",{'value': 'not applicable'},{'value': '10.7801/467'},"{'value': 'Data accessibility\nRepository name: MADATA (Mannheim Data Repository)\nData identiğication number: https://doi.org/10.7801/467\nDirect URL to data: https://madata.bib.uni-mannheim.de/467 , \nhttps://github.com/UB- Mannheim/MBI- KG\nInstructions for accessing these data: 1) Download the ğile \nMBI-KG.zip archived at https://doi.org/10.7801/467 . 2) Unzip the \nğile. 3) The folder “data” contains the datasets created during this \nproject. The codes and documentation can be found in “code” and \n“docs” folders.'}",{'value': 'https://github.com/UB-Mannheim/MBI-KG'}
1-s2.0-S2451958821001093-main.pdf,{'value': '10.1016/j.chbr.2021.100161'},"{'value': 'Distler, Verena, Tamara Gutfleisch, Carine Lallemand, Gabriele Lenzini, and Vincent Koenig. ""Complex, but in a good way? How to represent encryption to non-experts through text and visuals – Evidence from expert co-creation and a vignette experiment."" Computers in Human Behavior Reports 5 (2022): 100161. doi:10.1016/j.chbr.2021.100161'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'survey'},{'value': 'authors'},{'value': 'not applicable'},{'value': '10.1016/j.chbr.2021.100161'},{'value': 'Supplementary data to this article can be found online at https://doi.org/10.1016/j.chbr.2021.100161.'},{'value': ''}
1-s2.0-S2451958824001581-main.pdf,{'value': '10.1016/j.chbr.2024.100525'},"{'value': 'Fromm, Yvonne M., and Dirk Ifenthaler. ""Designing adaptive learning environments for continuing education: Stakeholders’ perspectives on indicators and interventions."" Computers in Human Behavior Reports 16 (2024): 100525. https://doi.org/10.1016/j.chbr.2024.100525'}",{'value': 'primary'},{'value': 'Interview'},"{'value': 'interview guide, Qualtrics'}",{'value': 'first author of this paper and one trained research assistant'},{'value': 'not applicable'},{'value': ''},{'value': 'The codebook can be found in the supplementary materials.'},{'value': ''}
1-s2.0-S2451958826000515-main.pdf,{'value': '10.1016/j.chbr.2026.100977'},"{'value': 'Lutz, Sarah, Frank M. Schneider, and Annabell Halfmann. ""Staying healthy despite social pressure to be available? An experimental application of the Integrative Model of Mobile Media Use and Need Experiences (IM3UNE)."" Computers in Human Behavior Reports 21 (2026): 100977. doi:10.1016/j.chbr.2026.100977'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'online questionnaires'},{'value': 'student assistant'},{'value': 'not applicable'},{'value': ''},"{'value': 'Each study’s material (i.e., pre-registration, dataset, experimental stimuli, codebook, R markdown, and additional analyses) can be found on OSF: https://osf.io/u93yv/.'}",{'value': 'https://osf.io/u93yv/'}
1-s2.0-S258900422030746X-main.pdf,{'value': '10.1016/j.isci.2020.101554'},"{'value': 'Baumgarte, Felix, Gunther Glenk, and Alexander Rieger. 2020. ""Business Models and Proﬁtability of Energy Storage."" iScience 23 (101554). https://doi.org/10.1016/j.isci.2020.101554'}",{'value': 'secondary'},{'value': 'Compilation/Synthesis'},{'value': 'systematic literature review'},{'value': 'not applicable'},{'value': 'peer-reviewed journals'},{'value': ''},{'value': ''},{'value': ''}
1-s2.0-S2589004223018424-main.pdf,{'value': '10.1016/j.isci.2023.107765'},"{'value': 'Schott, Björn H., Joram Soch, Jasmin M. Kizilirmak, Hartmut Schütze, Anne Assmann, Anne Maass, Gabriel Ziegler, Magdalena Sauvage, and Anni Richter. ""Inhibitory temporo-parietal effective connectivity is associated with explicit memory performance in older adults."" iScience 26 (2023): 107765. https://doi.org/10.1016/j.isci.2023.107765'}",{'value': 'primary'},{'value': 'Measurements and tests'},{'value': 'MRI'},{'value': 'the authors'},{'value': 'not applicable'},{'value': ''},"{'value': 'Data: DCM results reported in the present study and the corresponding group-level fMRI results (novelty and subsequent memory contrasts) are available from OSF (OSF: https://osf.io/ktqy6/). The single subjects’ raw MRI data reported in this study cannot be deposited in a public repository due to restrictions imposed by the local ethics committee and EU data protection regulations. To request access, contact please contact the lead contact (bschott@lin-magdeburg.de; bjoern-hendrik.schott@dzne.de).'}",{'value': 'https://github.com/bhschott/DCM_MemoryEncoding'}
1-s2.0-S2590291125005558-main.pdf,{'value': '10.1016/j.ssaho.2025.101827'},"{'value': 'Thielmann, Merle-Sophie, Benedict C.O.F. Fehringer, and Karina Karst. ""Cultural diversity beyond the binary – testing a disparity-weighted indicator of cultural classroom composition."" Social Sciences & Humanities Open 12 (2025): 101827. doi:10.1016/j.ssaho.2025.101827'}",{'value': 'secondary'},{'value': 'Self-administered questionnaire'},{'value': 'questionnaire'},{'value': 'not applicable'},{'value': 'another study'},{'value': '10.1016/j.ssaho.2025.101827'},"{'value': 'Supplementary data to this article can be found online at https://doi.org/10.1016/j.ssaho.2025.101827. Data availability\nThe data required to reproduce the above findings cannot be publicly shared since it includes personal information about underage participants. At the time of data collection, no informed consent for public data sharing was obtained from students’ legal guardians. Thus, the data'}",{'value': ''}
1-s2.0-S2666389922002094-main.pdf,{'value': '10.1016/j.patter.2022.100591'},"{'value': 'Kern, Christoph, Frederic Gerdon, Ruben L. Bach, Florian Keusch, and Frauke Kreuter. ""Humans versus machines: Who is perceived to decide fairer? Experimental evidence on attitudes toward automated decision-making."" Patterns 3, no. 10 (2022): 100591. https://doi.org/10.1016/j.patter.2022.100591'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'vignette experiment'},{'value': 'German Internet Panel (GIP)'},{'value': 'not applicable'},{'value': '10.4232/1.13835'},{'value': 'The questionnaire and the data have been deposited at data archive GESIS: https://doi.org/10.4232/1.13835 and are publicly available as of the date of publication. Application and written permission are needed prior to data access through the archive. All original code has been deposited at OSF: https://doi.org/10.17605/OSF.IO/W645F and is publicly available as of the date of publication.'},{'value': 'https://doi.org/10.17605/OSF.IO/W645F'}
1-s2.0-S2666546820300070-main.pdf,{'value': '10.1016/j.egyai.2020.100007'},"{'value': 'Frendo, Oliver, Jérome Graf, Nadine Gaertner, and Heiner Stuckenschmidt. ""Data-driven smart charging for heterogeneous electric vehicle fleets."" Energy and AI 1 (2020): 100007. https://doi.org/10.1016/j.egyai.2020.100007'}",{'value': 'secondary'},{'value': 'Automated data extraction'},{'value': 'charging stations'},{'value': 'not applicable'},{'value': 'historical dataset [50]'},{'value': ''},{'value': ''},{'value': 'https://github.com/komiya-atsushi/xgboost-predictor-javaversion0.3.1'}
1-s2.0-S2666622725000073-main.pdf,{'value': '10.1016/j.cresp.2025.100220'},"{'value': 'Tsudaka, Gen, Margaux N.A. Wienk, Jana B. Berkessel, and Cynthia Boo. ""Rugged terrain and rigid hierarchy."" Current Research in Ecological and Social Psychology 8 (2025): 100220. https://doi.org/10.1016/j.cresp.2025.100220'}",{'value': 'secondary'},{'value': 'Aggregation'},"{'value': 'Gallup Daily Poll, EVS/WVS dataset, Copernicus GLO-90 digital elevation model'}",{'value': 'not applicable'},"{'value': 'Gallup Daily Poll, EVS/WVS dataset, Copernicus GLO-90 digital elevation model'}",{'value': ''},{'value': 'All datasets used in this study are publicly accessible from the sources cited. Analysis codes and scripts for data preprocessing and statistical modeling are openly available on the Open Science Framework (OSF) at https://osf.io/x9pj4.'},{'value': 'https://osf.io/x9pj4'}
1-s2.0-S2666915321000457-main.pdf,{'value': '10.1016/j.jadr.2021.100118'},"{'value': 'Rudert, Selma C., Stefan Janke, and Rainer Greifeneder. ""Ostracism breeds depression: Longitudinal associations between ostracism and depression over a three-year-period."" Journal of Affective Disorders Reports 4 (2021): 100118. https://doi.org/10.1016/j.jadr.2021.100118'}",{'value': 'secondary'},{'value': 'Self-administered questionnaire'},{'value': 'Socio-Economic Panel (SOEP)'},{'value': 'not applicable'},{'value': 'Socio-Economic Panel (SOEP)'},{'value': ''},"{'value': 'The SOEP data is subject to data protection laws of the Federal Republic of Germany and thus cannot be made public. However, free access is granted to all scientists who sign a contract with the German Institute for Economic Research (DIW Berlin; https://www.diw.de/en/diw_02.c.222829.en/access.html). Our complete analysis scripts are provided at https://osf.io/tuzg5/ .'}",{'value': 'https://osf.io/tuzg5/'}
1-s2.0-S2666915324000982-main.pdf,{'value': 'https://doi.org/10.1016/j.jadr.2024.100812'},"{'value': 'de la Fuente, Dorian, Tanja Könen, Tina In-Albon, Lea Schemer, and Julia Karbach. ""The interplay of emotion regulation, depressive symptoms, and age under a COVID-19 lockdown: Capturing emotion regulation variability, effort, and success."" Journal of Affective Disorders Reports 17 (2024): 100812. https://doi.org/10.1016/j.jadr.2024.100812'}",{'value': 'primary'},{'value': 'Self-administered questionnaire'},{'value': 'Sosci Survey'},{'value': 'authors'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
1-s2.0-S2666920X24001541-main.pdf,{'value': '10.1016/j.caeai.2024.100351'},"{'value': 'Ifenthaler, Dirk, Muhittin Sahin, Ivan Boo, Darshini Devi Rajasegeran, and Ang Shin Yuh. ""Adaptive serious games assessment: The case of the blood transfusion game in nursing education."" Computers and Education: Artificial Intelligence 8 (2025): 100351. https://doi.org/10.1016/j.caeai.2024.100351'}",{'value': 'primary'},{'value': 'Automated data extraction'},{'value': 'BTSG'},{'value': 'the authors'},{'value': 'not applicable'},{'value': ''},{'value': 'The data can be obtained by sending request e-mails to the corresponding author.'},{'value': ''}
